pays;volet;indicateur;valeur;unite_devise;annee_perimetre;source_nom;url;date_consultation;divergence_notes
Vietnam;Operateur;Rythme annuel du paquet JETP rapporte au decaissement annuel d'EVN;0,84 a 1,40;ratio [derive];15,5 Md USD sur 3 a 5 ans (soit 3,1 a 5,2 Md USD par an) divise par 3,71 Md USD decaisses par EVN en 2023;Calcul derive sur Declaration politique JETP et EVN Bao cao 2023;https://www.evn.com.vn/userfile/User/minhhanh/files/2024/6/BaocaoTongketEVN2023.pdf;2026-09-08;DERIVE - arithmetique donnee, conversion a 23600 VND/USD. Lecture: au rythme annonce, le paquet represente entre 84 % et 140 % de la totalite du programme d'investissement annuel de l'operateur national, tous financements confondus. Ratio non homogene en perimetre (le paquet vise le secteur, pas seulement EVN) - a lire comme ordre de grandeur
Vietnam;Change;Part du paquet libellee en devises etrangeres;100;%;2023-11-30 - tableau des engagements par instrument;RMP MOIT tableau Bang 11/12 note 44;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'Tat ca con so duoc the hien bang don vi trieu USD. Cac de xuat cua EU, Phap, Duc, Y va FMO duoc thuc hien bang Euro, voi ty gia hoi doai la 1,05. De xuat cua Canada duoc thuc hien bang Do la Canada.' Aucune ligne libellee en VND
Vietnam;Change;Dette en monnaie locale;demande vietnamienne non satisfaite;qualitatif;2023-11-30;RMP MOIT section 4.2.1;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'xem xet cung cap no bang noi te' - la dette en VND figure comme une demande adressee aux bailleurs, pas comme la structure du paquet
Vietnam;Change;Transfert du risque de change aux projets finances a l'international;qualitatif;verbatim gouvernemental;2023-11-30 - PPA en VND selon le PDP8;RMP MOIT section 4.2.5b;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'trong tuong lai gia PPA chi co the duoc tinh bang VND. Co nghia la cac du an nhan duoc tai tro quoc te se chiu nhieu rui ro bien dong ty gia hoi doai' et 'o Viet Nam, thi truong hoan doi tien te chua phat trien manh va co the khong co ky han can thiet de phong ngua rui ro'
Vietnam;Change;Taux de change VND/USD fin 2021 (FMI);22792;VND pour 1 USD;31/12/2021 - taux nominal fin de periode;FMI Country Report No. 22/209 Table 1;https://www.imf.org/-/media/Files/Publications/CR/2022/English/1VNMEA2022001.ashx;2026-09-08;Le FMI ne projette pas le taux pour 2022 et 2023 (cellules vides). Serie fournie: 23175 (2018), 23173 (2019), 23098 (2020), 22792 (2021)
Vietnam;Besoin;Plan electrique en vigueur a la date de signature;PDP7 revise - Quyet dinh 428/QD-TTg du 18/03/2016;reference documentaire;14/12/2022 - periode couverte 2011-2020 avec vision 2030;Quyet dinh 428/QD-TTg signee le 18/03/2016;https://datafiles.chinhphu.vn/cpp/files/vbpq/2016/03/428.signed.pdf;2026-09-08;Le PDF officiel (63 p., signe le 23/03/2016) est un SCAN SANS COUCHE TEXTE. Le plan etait echu depuis deux ans sur sa periode principale a la date de signature du JETP
Vietnam;Besoin;Date d'approbation du PDP8;2023-05-15;date;Quyet dinh 500/QD-TTg;Quyet dinh 500/QD-TTg du 15/05/2023;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;PARADOXE TEMPOREL: cinq mois APRES la signature du JETP du 14/12/2022. Le paquet a ete signe avant que le plan qu'il est cense financer soit approuve
Vietnam;Besoin;Besoin d'investissement PDP8 2021-2030;134700000000;USD;2021-2030 - production plus reseau de TRANSPORT seulement (hors distribution);Quyet dinh 500/QD-TTg section 6 Nhu cau von dau tu;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;POSTERIEUR de 5 mois a la signature. Verbatim: 'Uoc tinh tong von dau tu phat trien nguon va luoi dien truyen tai tuong duong 134,7 ty USD'
Vietnam;Besoin;Besoin d'investissement PDP8 2021-2030 - production;119800000000;USD;2021-2030 - nguon dien - moyenne 12,0 Md USD par an;Quyet dinh 500/QD-TTg section 6;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;POSTERIEUR a la signature
Vietnam;Besoin;Besoin d'investissement PDP8 2021-2030 - reseau de transport;14900000000;USD;2021-2030 - luoi dien truyen tai - moyenne 1,5 Md USD par an;Quyet dinh 500/QD-TTg section 6;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;DIVERGENCE: le RMP du 30/11/2023 ecrit 15,0 Md USD pour le meme poste. Deux documents gouvernementaux, deux valeurs. Ne pas moyenner
Vietnam;Besoin;Besoin d'investissement PDP8 2031-2050;399200000000 a 523100000000;USD;2031-2050 - production plus transport;Quyet dinh 500/QD-TTg section 6;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;POSTERIEUR a la signature. Fourchette donnee telle quelle par le texte
Vietnam;Besoin;Paquet en % du besoin PDP8 2021-2030;11,51;% [derive];15,5 / 134,7;Calcul derive sur Quyet dinh 500/QD-TTg et Declaration politique;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;DERIVE. Denominateur POSTERIEUR de 5 mois a la signature
Vietnam;Besoin;Besoin de financement NDC actualisee 2022 - contribution inconditionnelle;21700000000;USD;2021-2030 - reduction de 15,8 % vs BAU en 2030 - finance par le gouvernement et les entreprises vietnamiennes;RMP MOIT section III citant la NDC actualisee 2022;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;La NDC actualisee est ANTERIEURE a la signature (soumise en novembre 2022). Le chiffrage est ici cite par le RMP, pas lu dans la NDC elle-meme
Vietnam;Besoin;Besoin de financement NDC actualisee 2022 - total tous secteurs;86800000000;USD;jusqu'a 2030 - reduction de 43,5 % vs BAU - inconditionnel plus soutien international;RMP MOIT section III citant la NDC actualisee 2022;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Denominateur ANTERIEUR a la signature
Vietnam;Besoin;Besoin de financement NDC 2022 - secteur energie seul;60600000000;USD;jusqu'a 2030 - secteur energie;RMP MOIT section III et tableau Bang 2;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Denominateur ANTERIEUR a la signature
Vietnam;Besoin;Besoin de financement NDC 2022 - composante ODA et IDE additionnels;46100000000;USD;jusqu'a 2030 - secteur energie - ODA plus IDE additionnels;RMP MOIT section III;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Le RMP qualifie lui-meme ce montant de 'gan gap ba lan cam ket ban dau cua IPG va GFANZ la 15,5 ty USD' - pres de trois fois l'engagement initial
Vietnam;Besoin;Paquet en % du besoin energie NDC 2022;25,58;% [derive];15,5 / 60,6;Calcul derive sur RMP MOIT;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DERIVE. Denominateur ANTERIEUR a la signature - reference valide pour la date de signature
Vietnam;Besoin;Paquet en % de la composante ODA et IDE de la NDC 2022;33,62;% [derive];15,5 / 46,1;Calcul derive sur RMP MOIT;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;DERIVE
Vietnam;Besoin;Besoin d'investissement climat total - Banque mondiale CCDR;368000000000;USD;2022-2040 - trajectoire resiliente et net zero - environ 6,8 % du PIB par an - valeur actuelle nette taux 6 %;World Bank Vietnam Country Climate and Development Report juillet 2022 chapitre 5;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;ANTERIEUR de cinq mois a la signature - denominateur pleinement valide a la date de signature. Verbatim: 'additional investments of about 6.8 percent of GDP per year, or a cumulative $368 billion through 2040'
Vietnam;Besoin;CCDR - composante resilience;254000000000;USD;2022-2040 - adaptation seule;World Bank Vietnam CCDR juillet 2022 chapitre 5;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;
Vietnam;Besoin;CCDR - composante decarbonation;114000000000;USD;2022-2040 - dont 81 Md d'investissements et 33 Md de programmes sociaux;World Bank Vietnam CCDR juillet 2022 chapitre 5;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;
Vietnam;Besoin;CCDR - source de financement EXTERNE requise;54000000000;USD;2022-2040 - environ 1 % du PIB par an;World Bank Vietnam CCDR juillet 2022 Figure 21;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;C'est le denominateur le plus pertinent pour juger un paquet exterieur. Les deux autres sources: PRIVATE 184 Md USD (~3,4 % du PIB par an) et PUBLIC 130 Md USD (~2,4 % par an)
Vietnam;Besoin;Paquet en % du besoin total CCDR 2022-2040;4,21;% [derive];15,5 / 368;Calcul derive sur World Bank CCDR;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;DERIVE. Denominateur ANTERIEUR a la signature
Vietnam;Besoin;Paquet en % de la composante externe du CCDR;28,70;% [derive];15,5 / 54;Calcul derive sur World Bank CCDR;http://documents.worldbank.org/curated/en/099355507062229876/pdf/P17724103036ee07909701028a237b6d18b.pdf;2026-09-08;DERIVE. Attention aux horizons: le besoin externe du CCDR court sur 19 ans (2022-2040), le paquet est annonce sur 3 a 5 ans. Le ratio n'est pas homogene en duree
Vietnam;Besoin;Besoin d'investissement chiffre dans la Declaration politique de 2022;aucun;montant;14/12/2022;Declaration politique JETP paragraphe 19;https://www.gov.uk/government/publications/vietnams-just-energy-transition-partnership-political-declaration/political-declaration-on-establishing-the-just-energy-transition-partnership-with-viet-nam;2026-09-08;RESULTAT EN SOI. Verbatim: 'This mobilised finance will represent a part of the much larger investment needs for Viet Nam AS WILL BE OUTLINED IN the Viet Nam JETP Resource Mobilisation Plan'. Le besoin est ecrit au futur - il n'est pas chiffre a la signature. Le RMP qui devait le chiffrer date du 30/11/2023
Vietnam;Besoin;Conditionnalite croisee du PDP8 sur le JETP;qualitatif;verbatim reglementaire;2023-05-15 - objectif de 47 % de renouvelables en 2030;Quyet dinh 500/QD-TTg section II.2;https://baochinhphu.vn/toan-van-quyet-dinh-so-500-qd-ttg-phe-duyet-quy-hoach-phat-trien-dien-luc-quoc-gia-thoi-ky-2021-2030-tam-nhin-den-nam-2050-102230516152410565.htm;2026-09-08;Circularite: verbatim 'huong toi muc tieu ty le nang luong tai tao 47% VOI DIEU KIEN cac cam ket theo Tuyen bo chinh tri ... (JETP) voi Viet Nam duoc cac doi tac quoc te thuc hien day du, thuc chat'. Le paquet est justifie par un plan qui n'existe pas encore, et ce plan conditionne ensuite ses cibles a l'execution du paquet
Vietnam;Besoin;Impossibilite officielle de rattacher le paquet au besoin;qualitatif;verbatim gouvernemental;2023-11-30;RMP MOIT section III;https://jetp.moit.gov.vn/Images/User/quantri/2025/3/2._bao_cao_dai_tieng_viet-_30.11-sua-da_nen.pdf;2026-09-08;Verbatim: 'Khong the xac dinh chinh xac phan nao trong so 134,7 ty USD cua QHD8 phu hop voi pham vi JETP do chua co du lieu day du, nhung ro rang la nhu cau ... se gap nhieu lan tong so 15,5 ty USD'. Et: 'Co the ket luan rang cac cam ket tai chinh cua JETP chi la mot phan han che trong nhu cau cho giai doan den nam 2030'
Sénégal;cadrage;Montant du paquet JETP Sénégal;2,5;milliards EUR;"annonce du 2023-06-22 ; enveloppe a mobiliser sur une periode initiale de 3 a 5 ans a partir de 2023 (declaration politique, par. 12)";Declaration politique conjointe 'Partenariat pour une transition energetique juste au Senegal', 22 juin 2023, publiee par la Commission europeenne (DG INTPA);https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf;2026-09-08;La declaration n'est pas un accord de financement ('will mobilize'). Le par. 12 inclut les banques multilaterales de developpement parmi les mobilisateurs, alors qu'elles ne sont pas signataires. Horizon de l'enveloppe = 3 a 5 ans (soit 2023-2026 ou 2023-2028), PAS 2023-2030 : 2030 est l'horizon de la cible de 40% d'EnR, que de nombreuses sources secondaires confondent avec celui de l'enveloppe.
Sénégal;cadrage;Signataires du JETP Sénégal;6 parties : Senegal + France, Allemagne, Royaume-Uni, Canada, Union europeenne (International Partners Group);n.a.;2023-06-22;Declaration politique conjointe 'Partenariat pour une transition energetique juste au Senegal', 22 juin 2023, publiee par la Commission europeenne (DG INTPA);https://international-partnerships.ec.europa.eu/system/files/2023-06/political-declaration-for-a-jetp-with-senegal_fr.pdf;2026-09-08;
Sénégal;cadrage;Parité fixe EUR/FCFA;655,957;FCFA pour 1 EUR;parite fixe depuis 1999, garantie de convertibilite illimitee du Tresor francais;Direction generale du Tresor (France), Les principes et modalites de fonctionnement de la cooperation monetaire;https://www.tresor.economie.gouv.fr/tresor-international/la-zone-franc/les-principes-et-modalites-de-fonctionnement-de-la-cooperation-monetaire;2026-09-08;Confirmee par la BCEAO le 2026-09-07/08 : cours EUR achat = vente = 655,957 (spread nul, marque de la parite administree).
Sénégal;cadrage;Taux EUR/USD, moyenne mensuelle juin 2023;1,0839863636364;USD pour 1 EUR;moyenne mensuelle des taux de reference BCE, juin 2023;BCE, taux de change de reference de l'euro, serie EXR.M.USD.EUR.SP00.A;https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?startPeriod=2023-06&endPeriod=2023-06&format=csvdata;2026-09-08;
Sénégal;cadrage;Paquet converti en USD au taux de juin 2023;2,710;milliards USD;2,5 Md EUR x 1,08399;BCE, taux de change de reference de l'euro, serie EXR.M.USD.EUR.SP00.A;https://data-api.ecb.europa.eu/service/data/EXR/M.USD.EUR.SP00.A?startPeriod=2023-06&endPeriod=2023-06&format=csvdata;2026-09-08;"CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Divergence : plusieurs sources francophones recentes (Mongabay 2025-12, The Conversation 2026-04) ecrivent 2,9 Md USD, ce qui correspond au taux de 2025-2026 (~1,16) et non a celui de la signature. Les deux valeurs sont conservees ; seule 2,71 est correcte pour un raisonnement date de juin 2023."
Sénégal;cadrage;Paquet converti en FCFA (parité fixe);1 639,9;milliards FCFA;2,5 Md EUR x 655,957;Direction generale du Tresor (France), Les principes et modalites de fonctionnement de la cooperation monetaire;https://www.tresor.economie.gouv.fr/tresor-international/la-zone-franc/les-principes-et-modalites-de-fonctionnement-de-la-cooperation-monetaire;2026-09-08;CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. 
Sénégal;souverain;PIB nominal (comptes nationaux, base 2014);17 330,1;milliards FCFA;2022, PIB nominal Senegal;ANSD, Note d'analyse des comptes nationaux 2023, repris par Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Valeur identique a la serie Banque mondiale WDI NY.GDP.MKTP.CN (17 330,123 Mds FCFA). Divergence avec le FMI CR 23/250 qui retient 17 268 Mds FCFA (estimation de juillet 2023).
Sénégal;souverain;PIB nominal (comptes nationaux, base 2014);18 619,5;milliards FCFA;2023, PIB nominal Senegal;ANSD, Note d'analyse des comptes nationaux 2023, repris par Cour des comptes du Senegal, Rapport definitif d'audit sur la situation des finances publiques - gestions de 2019 au 31 mars 2024, fevrier 2025;https://www.courdescomptes.sn/wp-content/uploads/2025/02/Rapport-de%CC%81finitif-sur-la-situation-des-finances-exercice-2019-au-31-mars-2024.pdf;2026-09-08;Valeur identique a la serie Banque mondiale WDI NY.GDP.MKTP.CN (18 619,466 Mds FCFA). Divergence avec le FMI CR 23/250 qui projetait 18 770 Mds FCFA (et 19 093 dans le rapport anterieur CR 23/20).
Sénégal;souverain;PIB nominal (Banque mondiale WDI);27 783 332 223;USD courants;2022;Banque mondiale, World Development Indicators / International Debt Statistics (API v2, maj 2026-07-13);https://api.worldbank.org/v2/en/country/SEN/indicator/NY.GDP.MKTP.CD?date=2020:2024&format=json;2026-09-08;Divergence mineure (0,2%) avec la base WEO du FMI qui donne 27,843 Md USD pour 2022.
Sénégal;souverain;PIB nominal (Banque mondiale WDI);30 696 331 296;USD courants;2023;Banque mondiale, World Development Indicators / International Debt Statistics (API v2, maj 2026-07-13);https://api.worldbank.org/v2/en/country/SEN/indicator/NY.GDP.MKTP.CD?date=2020:2024&format=json;2026-09-08;Base WEO du FMI : 30,701 Md USD - quasi identique.
Sénégal;souverain;PIB nominal (FMI WEO);27,843;milliards USD courants;2022;FMI, base World Economic Outlook (via IMF DataMapper API), millesime courant;https://www.imf.org/external/datamapper/api/v1/NGDPD;2026-09-08;
Sénégal;souverain;PIB nominal (FMI WEO);30,701;milliards USD courants;2023;FMI, base World Economic Outlook (via IMF DataMapper API), millesime courant;https://www.imf.org/external/datamapper/api/v1/NGDPD;2026-09-08;
Sénégal;souverain;Paquet JETP en % du PIB;9,46;% du PIB;2022, base PIB FCFA ANSD/WDI (1 639,9 / 17 330,1);Banque mondiale, World Development Indicators / International Debt Statistics (API v2, maj 2026-07-13);https://api.worldbank.org/v2/en/country/SEN/indicator/NY.GDP.MKTP.CN?date=2020:2024&format=json;2026-09-08;CALCUL DERIVE (division de grandeurs sourcees), pas une mesure directe. Sur base PIB FCFA du FMI CR 23/250 (17 268) : 9,50%. Sur base PIB USD WDI : 9,75%.
